Wine,Winery,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price
Vega Moragona,Cooperativa de La Magdalena,Castilla La Mancha,Ribera del Júcar,1999.0,Red,Otras (%),13.0,15.0,3.2
Salia,Finca Sandoval,Castilla La Mancha,Manchuela,2001.0,Red,"Syrah (50%), Garnacha (35%), Monastrell (15%)",14.0,15.0,12.0
Viñamalea Crianza,Coop. del Campo San Antonio Abad,Castilla La Mancha,Manchuela,2000.0,Red,Cencibel (100%),13.0,14.5,2.15
Artesones de Cenizate,Coop. del Campo Virgen de las Nieves,Castilla La Mancha,Manchuela,2002.0,Red,Cencibel (100%),13.0,14.0,1.6
Viaril Crianza,Coop. Vinícola Nuestra Señora de la Cabeza,Castilla La Mancha,Manchuela,2000.0,Red,Otras (%),13.0,14.0,2.0
Viña Santa Ana,Coop. del Campo Virgen de las Nieves,Castilla La Mancha,Otros Castilla La Mancha,2000.0,Red,Cencibel (100%),13.0,14.0,2.42
Cinco Almudes,Coop. del Campo San Ginés,Castilla La Mancha,Ribera del Júcar,2002.0,Red,Tempranillo (100%),13.0,13.5,2.11
Teatinos Selección 40 Barricas,Coop. del Campo Purísima Concepción,Castilla La Mancha,Ribera del Júcar,2000.0,Red,Tempranillo (100%),13.0,13.5,6.6
Alterón Reserva,Coop. del Campo San Isidro (Alborea),Castilla La Mancha,Manchuela,2000.0,Red,"Bobal, Cencibel",12.5,13.5,6.0
Altos del Cabriel Viura,Coop. del Campo San Antonio Abad,Castilla La Mancha,Manchuela,2001.0,White,Viura (100%),13.0,13.0,1.9
Cinco Almudes Crianza,Coop. del Campo San Ginés,Castilla La Mancha,Ribera del Júcar,1999.0,Red,Tempranillo (100%),13.0,13.0,3.36
Almudes 5 Décadas,Coop. del Campo San Ginés,Castilla La Mancha,Ribera del Júcar,1998.0,Red,Tempranillo (100%),13.0,13.0,6.96
Teatinos Airen,Coop. del Campo Purísima Concepción,Castilla La Mancha,Ribera del Júcar,2002.0,White,Airén (100%),12.0,12.5,1.35
Altos del Cabriel Rosado,Coop. del Campo San Antonio Abad,Castilla La Mancha,Manchuela,2002.0,Rose,Bobal (100%),12.5,12.5,1.75
Altos del Cabriel Macabeo,Coop. del Campo San Antonio Abad,Castilla La Mancha,Manchuela,2002.0,White,Macabeo (100%),12.5,12.0,1.75
Viaril Rosado,Coop. Vinícola Nuestra Señora de la Cabeza,Castilla La Mancha,Manchuela,2002.0,Rose,Bobal,13.0,11.0,1.1
Teatinos Tempranillo,Coop. del Campo Purísima Concepción,Castilla La Mancha,Ribera del Júcar,2002.0,Red,Tempranillo (100%),13.0,11.0,2.0
Vega Moragona Tempranillo,Cooperativa de La Magdalena,Castilla La Mancha,Ribera del Júcar,2002.0,Red,Tempranillo (100%),13.0,11.0,2.0
Viaril Tinto Selección,Coop. Vinícola Nuestra Señora de la Cabeza,Castilla La Mancha,Manchuela,2002.0,Red,Otras (%),13.0,10.5,1.4
Arte Mas Tinell Reserva,Heretat Mas Tinell,Cataluña,Penedès,1998.0,Red,Cabernet Sauvignon (100%),12.5,15.0,10.9
Castell de Subirats,Pere Llopart Vilarós,Cataluña,Penedès,1999.0,Red,"Merlot (40%), Tempranillo (33%), Cabernet Sauvignon (27%)",13.0,14.0,10.5
Albet i Noya Col.lecció Xarel.lo,Albet i Noya,Cataluña,Penedès,1999.0,White,Xarel·lo,13.0,13.5,9.62
Jaume Serra Cabernet Sauvignon Roble,Jaume Serra,Cataluña,Penedès,2001.0,Red,Cabernet Sauvignon,12.5,13.5,4.7
Heretat Vall-Ventós Cabernet Sauvignon,Joan Raventós Rosell,Cataluña,Penedès,2000.0,Red,Cabernet Sauvignon (100%),13.0,13.5,8.6
Heretat Vall-Ventós Cabernet Sauvignon Reserva,Joan Raventós Rosell,Cataluña,Penedès,2000.0,Red,"Cabernet Sauvignon (60%), Merlot (30%), Syrah (10%)",13.0,13.5,17.85
Cabernet Sauvignon Hill Reserva,Cavas Hill,Cataluña,Penedès,1998.0,Red,Cabernet Sauvignon (100%),13.0,13.5,8.63
Bach Viña Extrísima Reserva,Masia Bach,Cataluña,Penedès,1997.0,Red,"Cabernet Sauvignon, Tempranillo",13.0,13.5,6.0
Isabel Negra,Raventós i Blanc,Cataluña,Penedès,2001.0,Red,Cabernet Sauvignon (50%),12.0,13.0,10.09
Merlot Hill Crianza,Cavas Hill,Cataluña,Penedès,1999.0,Red,Merlot (100%),13.0,13.0,10.16
Jean Leon Cabernet Sauvignon Gran Reserva,Jean Leon,Cataluña,Penedès,1994.0,Red,"Cabernet Sauvignon (85%), Cabernet Franc (15%)",13.5,13.0,20.0
Sumarroca Cabernet Sauvignon Crianza,Bodegues Sumarroca,Cataluña,Penedès,2000.0,Red,Cabernet Sauvignon (100%),13.0,12.5,15.1
Hill Gran Reserva,Cavas Hill,Cataluña,Penedès,1998.0,Red,"Cabernet Sauvignon (60%), Tempranillo (30%), Syrah (10%)",13.0,12.5,17.98
Jané Ventura Finca Els Camps,Jané Ventura,Cataluña,Penedès,2000.0,White,"Macabeo (95%), Xarel·lo (5%)",13.0,12.0,13.85
Heretat Vall-Ventós Merlot,Joan Raventós Rosell,Cataluña,Penedès,2001.0,Red,Merlot (100%),12.5,12.0,7.6
Bach Cabernet Sauvignon,Masia Bach,Cataluña,Penedès,1999.0,Red,"Cabernet Sauvignon (85%), Tempranillo (15%)",13.0,12.0,6.0
Jaume Serra Merlot Roble,Jaume Serra,Cataluña,Penedès,2001.0,Red,Merlot,12.5,11.5,3.5
Jaume Serra Selección,Jaume Serra,Cataluña,Penedès,2001.0,Red,Cabernet Sauvignon,13.0,11.0,4.7
Sumarroca Crianza Merlot,Bodegues Sumarroca,Cataluña,Penedès,1999.0,Red,Merlot (100%),13.0,11.0,13.5
Torre del Veguer Cabernet Sauvignon,Bodegas Torre del Veguer,Cataluña,Penedès,2000.0,Red,Cabernet Sauvignon,13.5,10.5,6.95
Terrasola Sauvignon Blanc/Garnacha,Jean Leon,Cataluña,Catalunya,2002.0,White,"Sauvignon Blanc (75%), Garnacha Blanca (25%)",12.0,14.5,8.5
Albet i Noya Lignum,Albet i Noya,Cataluña,Penedès,2001.0,Red,"Garnacha, Cariñena, Cabernet Sauvignon",13.5,14.5,5.38
Jané Ventura Margalló,Jané Ventura,Cataluña,Penedès,2001.0,Red,"Tempranillo (60%), Merlot (20%), Cabernet Sauvignon (20%)",14.0,14.5,11.5
Albet i Noya Lignum,Albet i Noya,Cataluña,Penedès,2002.0,White,"Sauvignon Blanc, Chardonnay",12.0,14.0,5.55
Vall-Ventós Viña Bordoy,Joan Raventós Rosell,Cataluña,Penedès,2001.0,Red,"Tempranillo (75%), Merlot (25%)",12.0,14.0,5.0
Gran Civet Hill,Cavas Hill,Cataluña,Penedès,2000.0,Red,"Tempranillo (50%), Cabernet Sauvignon (35%), Merlot (15%)",12.5,14.0,5.5
Ferret Negre Reserva,Cavas Ferret,Cataluña,Penedès,1998.0,Red,"Tempranillo (50%), Cabernet Sauvignon (30%), Merlot (20%)",13.0,14.0,9.88
Ferret Negre Criança,Cavas Ferret,Cataluña,Penedès,1999.0,Red,"Tempranillo (50%), Cabernet Sauvignon (26%), Merlot (24%)",13.0,13.5,7.25
Perfum de Vi Blanc,Raventós i Blanc,Cataluña,Penedès,2002.0,White,Otras (%),12.0,13.0,4.52
Can Feixes Blanc Selecció,Huguet de Can Feixes,Cataluña,Penedès,2002.0,White,"Parellada (45%), Chardonnay (30%), Macabeo (25%)",11.5,13.0,5.3
Terrasola Muscat-Parellada,Jean Leon,Cataluña,Catalunya,2002.0,White,"Muscat (87%), Parellada (13%)",12.0,13.0,8.5
Heretat Vall-Ventós Sauvignon Blanc,Joan Raventós Rosell,Cataluña,Penedès,2002.0,White,Sauvignon Blanc (100%),12.5,12.5,6.5
Torre del Veguer Sauvignon Blanc,Bodegas Torre del Veguer,Cataluña,Penedès,2002.0,White,Sauvignon Blanc,12.5,12.5,5.75
Sumarroca Gewürztraminer,Bodegues Sumarroca,Cataluña,Penedès,2002.0,White,Gewürztraminer,11.5,12.0,6.78
Torre del Veguer Muscat,Bodegas Torre del Veguer,Cataluña,Penedès,2002.0,White,Muscat,11.5,12.0,5.15
Bach Extrísimo Seco,Masia Bach,Cataluña,Penedès,2002.0,White,Otras (%),12.0,11.5,3.2
Albet i Noya Tempranillo Clàssic,Albet i Noya,Cataluña,Penedès,2002.0,Red,Tempranillo,13.0,11.0,4.52
Can Feixes Negre Selecció,Huguet de Can Feixes,Cataluña,Penedès,2001.0,Red,"Ull de Llebre, Merlot, Cabernet Sauvignon",14.0,11.0,9.0
Ferré i Catasús Blanc d'Expressió,Castell del Mirall,Cataluña,Penedès,2002.0,White,"Moscatel, Sauvignon Blanc, Xarel·lo, Chardonnay, Parellada",11.5,10.0,6.5
Jané Ventura Mas Vilella,Jané Ventura,Cataluña,Penedès,1999.0,Red,Cabernet Sauvignon (100%),13.9,17.0,21.0
Can Feixes Chardonnay,Huguet de Can Feixes,Cataluña,Penedès,2001.0,White,Chardonnay (100%),13.0,15.0,15.0
Jané Ventura Finca Els Camps,Jané Ventura,Cataluña,Penedès,2000.0,Red,"Tempranillo (95%), Cabernet Sauvignon (5%)",13.9,15.0,21.0
Chardonnay Hill,Cavas Hill,Cataluña,Penedès,2002.0,White,Chardonnay (100%),12.5,14.5,7.1
Sot Lefriec,Alemany i Corrio (Sot Lefriec),Cataluña,Penedès,2000.0,Red,Otras (%),13.5,14.0,55.0
Petrea,Mas Comtal,Cataluña,Penedès,2000.0,Red,Merlot (100%),14.0,14.0,30.0
Heretat Vall-Ventós Chardonnay,Joan Raventós Rosell,Cataluña,Penedès,2002.0,White,Chardonnay (100%),12.5,13.0,6.5
Heretat Mas Tinell Chardonnay,Heretat Mas Tinell,Cataluña,Penedès,2002.0,White,Chardonnay,12.0,13.0,5.5
Llopart Chardonnay,Pere Llopart Vilarós,Cataluña,Penedès,2002.0,White,Chardonnay (100%),12.5,13.0,8.1
Petrea,Mas Comtal,Cataluña,Penedès,2001.0,White,"Chardonnay, Xarel·lo",13.5,13.0,20.0
Albet i Noya Col.lecció Syrah,Albet i Noya,Cataluña,Penedès,2000.0,Red,Syrah,13.5,13.0,13.3
Can Feixes Reserva Especial,Huguet de Can Feixes,Cataluña,Penedès,1998.0,Red,"Cabernet Sauvignon (70%), Merlot (20%), Tempranillo (10%)",14.0,13.0,20.5
Can Vendrell de la Codina Chardonnay-Xarel.lo,Albet i Noya,Cataluña,Penedès,2002.0,White,"Chardonnay, Xarel·lo",12.0,12.0,3.13
Valdelosfrailes Vendimia Seleccionada,Bodega Valdelosfrailes,Castilla y León,Cigales,2001.0,Red,Tinto Fino,13.5,16.0,6.96
La Legua,Bodegas Emeterio Fernández (La Legua),Castilla y León,Cigales,1999.0,Red,Tempranillo,13.5,13.5,12.0
Valdelosfrailes Rosado,Bodega Valdelosfrailes,Castilla y León,Cigales,2002.0,Rose,Tinto Fino,13.0,13.0,4.35
Fuente del Conde,Bodegas González Lara. S.A.,Castilla y León,Cigales,2000.0,Red,Tempranillo (100%),13.0,13.0,3.0
Fuente del Conde Crianza,Bodegas González Lara. S.A.,Castilla y León,Cigales,1999.0,Red,Tempranillo (100%),13.0,13.0,4.5
Lezcano-Lacalle Crianza,Bodegas Lezcano-Lacalle,Castilla y León,Cigales,1999.0,Red,"Tempranillo (80%), Merlot (20%)",13.5,13.0,8.53
Viña Sesmero,Bodegas y Viñedos Valeriano,Castilla y León,Cigales,2002.0,Rose,"Tempranillo (70%), Garnacha (15%), Verdejo (15%)",12.5,12.5,1.95
Calderona Reserva,Bodegas Frutos Villar,Castilla y León,Cigales,1998.0,Red,Otras (%),13.0,12.5,7.9
Lezcano-Lacalle Reserva,Bodegas Lezcano-Lacalle,Castilla y León,Cigales,1998.0,Red,"Tempranillo (85%), Cabernet Sauvignon (15%)",13.5,12.5,16.0
Calderona,Bodegas Frutos Villar,Castilla y León,Cigales,2002.0,Rose,Otras (%),12.5,12.0,2.9
El Berrojo,Bodegas y Viñedos Valeriano,Castilla y León,Cigales,2002.0,Rose,"Tempranillo (70%), Garnacha (15%)",12.5,11.5,1.95
Grand'on Crianza,Bodegas Solar de Laguna,Castilla y León,Cigales,2000.0,Red,Otras (%),13.0,11.5,4.5
Viña Zapata,Bodegas González Lara. S.A.,Castilla y León,Cigales,2002.0,Rose,"Garnacha (50%), Tempranillo (40%), Viura (10%)",13.0,11.0,2.4
Docetañidos,Bodegas Lezcano-Lacalle,Castilla y León,Cigales,2002.0,Rose,"Tempranillo (80%), Verdejo, Sauvignon Blanc",12.5,10.5,3.85
Viña Catajarros,Hijos de Crescencia Merino,Castilla y León,Cigales,2002.0,Rose,"Tempranillo (90%), Verdejo (10%)",12.5,10.5,2.1
Valdetan Roble,Bodegas Emeterio Fernández (La Legua),Castilla y León,Cigales,2001.0,Red,Tempranillo (100%),13.0,10.5,5.45
Carratraviesa,Bodegas Hijos de Rufino Iglesias,Castilla y León,Cigales,2002.0,Rose,"Tempranillo (80%), Garnacha (10%), Otras (10%)",13.0,10.0,2.3
Gámez Alba,Cellers Camp de Tarragona,Cataluña,Catalunya,2002.0,Red,"Cabernet Sauvignon, Merlot, Tempranillo",12.0,14.0,6.67
Rejadorada Crianza,Bodegas Rejadorada,Castilla y León,Toro,2000.0,Red,Tinta de Toro,13.5,14.0,6.5
Elias Mora,Bodegas Elías Mora,Castilla y León,Toro,2000.0,Red,Tinta de Toro,14.0,13.5,12.0
Vega Sauco Adoremus,Bodegas Vega Saúco,Castilla y León,Toro,1998.0,Red,Tinta de Toro,13.5,13.5,11.0
Villachica Crianza,Palacio de Villachica,Castilla y León,Toro,2000.0,Red,Tinta de Toro,13.5,13.0,8.2
Gamazo Crianza,Bodegas Francisco Casas,Castilla y León,Toro,1999.0,Red,Tinta de Toro,13.5,12.5,5.7
Vega Sauco Crianza,Bodegas Vega Saúco,Castilla y León,Toro,1999.0,Red,Tinta de Toro,13.5,12.5,7.0
Vega Sauco Pago Sta. Olalla,Bodegas Vega Saúco,Castilla y León,Toro,1999.0,Red,Tinta de Toro,13.5,12.5,8.0
Bajoz Reserva,Bodega Viña Bajoz,Castilla y León,Toro,1998.0,Red,Tinta de Toro,13.5,12.5,12.0
Gran Colegiata,Bodegas Fariña,Castilla y León,Toro,1999.0,Red,Tinta de Toro,13.5,12.0,7.0
Camparrón Reserva,Bodegas Francisco Casas,Castilla y León,Toro,1998.0,Red,Tinta de Toro,13.5,12.0,9.0
Camparrón Crianza,Bodegas Francisco Casas,Castilla y León,Toro,1999.0,Red,Tinta de Toro,13.5,11.5,5.7
Quinta Quietud,Quinta de la Quietud,Castilla y León,Toro,2000.0,Red,Tinta de Toro,14.3,17.0,19.0
Bienvenida Sitio del Palo (muestra),Bienvenida de Vinos,Castilla y León,Toro,2001.0,Red,Tinta de Toro,14.0,16.5,22.0
Quinta Quietud,Quinta de la Quietud,Castilla y León,Toro,1999.0,Red,Tinta de Toro,14.0,15.0,19.0
Gran Bajoz Viñas Viejas,Bodega Viña Bajoz,Castilla y León,Toro,2000.0,Red,Tinto de Toro,13.5,14.5,27.5
Gran Elias Mora,Bodegas Elías Mora,Castilla y León,Toro,2000.0,Red,Tinta de Toro,14.0,14.0,25.0
Rejadorada Roble,Bodegas Rejadorada,Castilla y León,Toro,2002.0,Red,Tinta de Toro,13.5,13.5,4.5
Gran Colegiata Campus Sel.Especial de Viñas Viejas,Bodegas Fariña,Castilla y León,Toro,1999.0,Red,Tinta de Toro,13.5,13.0,18.0
Bajoz Roble,Bodega Viña Bajoz,Castilla y León,Toro,2001.0,Red,Tinta de Toro,13.5,12.0,4.5
Vega Sauco Roble,Bodegas Vega Saúco,Castilla y León,Toro,2001.0,Red,Tinta de Toro,13.5,12.0,4.0
Liberalia Tres,Liberalia Enológica,Castilla y León,Toro,2002.0,Red,Tinta de Toro,13.5,12.0,5.85
Gamazo Roble,Bodegas Francisco Casas,Castilla y León,Toro,2000.0,Red,Tinta de Toro,13.5,11.5,4.8
Palacio de Villachica Roble,Palacio de Villachica,Castilla y León,Toro,2001.0,Red,Tinta de Toro,13.5,11.5,4.68
Camparrón Selección Roble,Bodegas Francisco Casas,Castilla y León,Toro,2000.0,Red,Tinta de Toro,13.5,10.5,4.8
Clos Les Fites,La Perla del Priorat,Cataluña,Priorat,2001.0,Red,"Cabernet Sauvignon, Cariñena, Garnacha",15.0,15.0,12.6
Coma Vella,Viticultors Mas d'en Gil,Cataluña,Priorat,2001.0,Red,"Cabernet Sauvignon (30%), Cariñena (25%), Garnacha (20%), Garnacha Peluda (15%), Syrah (10%)",14.5,15.0,16.0
Marge,Celler de L'Encastell,Cataluña,Priorat,2001.0,Red,"Garnacha (50%), Cabernet Sauvignon, Merlot, Syrah",14.0,14.0,14.0
Ardévol Coma d'en Romeu,Celler Ardévol,Cataluña,Priorat,2000.0,Red,"Cabernet Sauvignon (50%), Merlot (20%), Syrah (20%), Garnacha (10%)",13.5,14.0,18.0
Barranc dels Closos,Mas Igneus,Cataluña,Priorat,2001.0,Red,"Garnacha (70%), Cariñena (30%)",14.0,14.0,9.2
Mas Igneus FA206,Mas Igneus,Cataluña,Priorat,2001.0,Red,"Garnacha (70%), Cariñena (20%), Cabernet Sauvignon (7%), Syrah (3%)",14.0,14.0,11.6
Masos d'en Cubells,Cellers Capafons-Ossó,Cataluña,Priorat,2001.0,Red,"Garnacha, Mazuelo, Cabernet Sauvignon, Merlot, Syrah",14.0,14.0,20.0
Pasanau La Morera del Montsant (muestra),Pasanau Germans,Cataluña,Priorat,2001.0,Red,Otras (%),14.0,14.0,15.0
Coma Blanca,Viticultors Mas d'en Gil,Cataluña,Priorat,2001.0,White,"Garnacha Blanca (50%), Macabeo (50%)",14.5,13.5,21.0
Clos Severí,Celler Mas Garrian,Cataluña,Priorat,2001.0,Red,"Cariñena (35%), Garnacha (30%), Cabernet Sauvignon (20%), Syrah (15%)",13.5,13.5,18.0
Closa Batllet,Cellers Ripoll Sans,Cataluña,Priorat,2001.0,White,Escanyavella,13.5,13.0,11.0
Martinet Bru,Mas Martinet Viticultors,Cataluña,Priorat,2001.0,Red,Otras (%),14.5,13.0,14.0
Giné Giné,Buil & Giné,Cataluña,Priorat,2001.0,Red,Otras (%),14.0,12.5,8.0
Joan Giné Giné,Buil & Giné,Cataluña,Priorat,2000.0,Red,Otras (%),13.8,12.5,14.0
L'Espill,Celler Cecilio,Cataluña,Priorat,2000.0,Red,"Garnacha (60%), Cabernet Sauvignon (30%), Cariñena (10%)",14.0,12.5,20.0
Blanc de Montsalvat,Cellers Vilella de La Cartoixa,Cataluña,Priorat,2002.0,White,"Macabeo (60%), Trepat (20%), Otras (20%)",14.0,12.0,12.0
Les Terrasses,Alvaro Palacios,Cataluña,Priorat,2001.0,Red,"Cariñena, Garnacha, Otras",14.0,12.0,20.0
Montsalvat,Cellers Vilella de La Cartoixa,Cataluña,Priorat,2001.0,Red,"Cariñena (65%), Garnacha (25%), Cabernet Sauvignon (5%), Merlot (5%)",14.0,12.0,24.0
Embruix de Vall Llach,Celler Vall Llach,Cataluña,Priorat,2001.0,Red,Otras (%),14.5,12.0,17.0
Scala Dei Negre 2001,Cellers Scala Dei,Cataluña,Priorat,2001.0,Red,Garnacha,13.5,11.5,8.5
Clos Berenguer,Clos de Tafall,Cataluña,Priorat,2000.0,Red,"Cariñena, Garnacha, Cabernet Sauvignon",14.4,10.0,10.6
Vall Llach,Celler Vall Llach,Cataluña,Priorat,2001.0,Red,"Cariñena (50%), Merlot (40%), Cabernet Sauvignon (10%)",14.5,18.0,55.0
Pasanau Finca la Planeta (muestra),Pasanau Germans,Cataluña,Priorat,2001.0,Red,Otras (%),14.0,17.0,20.0
Costers de Mas Igneus,Mas Igneus,Cataluña,Priorat,2001.0,Red,"Garnacha (80%), Cariñena (20%)",14.0,17.0,43.0
Clos Martinet,Mas Martinet Viticultors,Cataluña,Priorat,2001.0,Red,Otras (%),14.5,16.5,40.0
Clos Garsed,"Bellserraí, Garsed e Hijos",Cataluña,Priorat,2001.0,Red,"Cariñena (45%), Garnacha (30%), Cabernet Sauvignon (15%), Syrah (10%)",14.0,16.0,30.0
Lo Givot,Celler del Pont,Cataluña,Priorat,2001.0,Red,Otras (%),14.0,16.0,30.0
Clos Fontà,Viticultors Mas d'en Gil,Cataluña,Priorat,2001.0,Red,"Garnacha Peluda (30%), Garnacha (25%), Cabernet Sauvignon (25%), Cariñena (20%)",15.0,16.0,33.0
Iugiter Selecció de Vinyes Velles,La Conreria d'Scala Dei,Cataluña,Priorat,2001.0,Red,Otras (%),14.0,15.0,30.0
Mas de Masos,Cellers Capafons-Ossó,Cataluña,Priorat,2000.0,Red,"Garnacha, Cabernet Sauvignon, Cariñena",14.5,15.0,35.0
Idus de Vall Llach,Celler Vall Llach,Cataluña,Priorat,2001.0,Red,Otras (%),14.5,15.0,35.0
Doix,Celler Mas Doix,Cataluña,Priorat,2001.0,Red,"Garnacha (50%), Cariñena (47%), Merlot (3%)",15.0,15.0,48.0
Closa Batllet,Cellers Ripoll Sans,Cataluña,Priorat,2001.0,Red,"Cariñena (65%), Garnacha (21%), Cabernet Sauvignon (8%), Syrah (6%)",14.5,14.5,27.0
Mas del Camperol,Celler Mas Garrian,Cataluña,Priorat,2001.0,Red,"Garnacha (35%), Cabernet Sauvignon (30%), Cariñena (20%), Syrah (15%)",14.5,14.5,25.0
Finca Dofí,Alvaro Palacios,Cataluña,Priorat,2001.0,Red,"Cabernet Sauvignon, Merlot, Cariñena, Garnacha",14.0,14.5,60.0
Roquers de Porrera,Celler de L'Encastell,Cataluña,Priorat,2000.0,Red,"Garnacha, Cariñena",14.0,13.5,33.0
Pleret,Buil & Giné,Cataluña,Priorat,2000.0,Red,Otras (%),14.0,13.0,28.0
Mas Igneus FA 112,Mas Igneus,Cataluña,Priorat,2000.0,Red,"Garnacha (75%), Cariñena (20%), Cabernet Sauvignon (5%)",14.0,13.0,27.6
Miserere,Costers del Siurana,Cataluña,Priorat,2000.0,Red,"Cabernet Sauvignon, Garnacha, Tempranillo, Merlot, Cariñena",13.5,12.5,33.0
Odysseus,Viñedos de Ithaca,Cataluña,Priorat,2000.0,Red,Otras (%),13.5,12.5,29.6
Solarce Reserva,Bodegas Alicia Rojas,La Rioja (España),Rioja,1999.0,Red,Tempranillo,12.5,15.0,9.0
Finca Alicia Rojas Reserva,Bodegas Alicia Rojas,La Rioja (España),Rioja,1999.0,Red,Tempranillo,13.0,15.0,11.0
Solabal Reserva,Bodegas y Viñedos Solabal,La Rioja (España),Rioja,1999.0,Red,Tempranillo,13.5,14.5,9.02
Glorioso Reserva,Bodegas Palacio,La Rioja (España),Rioja,1999.0,Red,Tempranillo (100%),12.5,14.0,10.35
Luis Cañas Reserva,Bodegas Luis Cañas,La Rioja (España),Rioja,1997.0,Red,"Tempranillo (95%), Garnacha, Graciano, Mazuelo",13.0,14.0,11.96
Viña Izadi Reserva,Viña Villabuena (Izadi),La Rioja (España),Rioja,1999.0,Red,"Tempranillo (73%), Graciano (15%), Otras (12%)",13.5,13.0,14.0
Gonzalo de Berceo Reserva,Bodegas Berceo,La Rioja (España),Rioja,1998.0,Red,Tempranillo,12.5,12.5,10.82
Beronia Reserva,Bodegas Beronia,La Rioja (España),Rioja,1998.0,Red,"Tempranillo, Graciano, Mazuelo",12.5,12.5,15.0
Viña Pomal Reserva,Bodegas Bilbaínas,La Rioja (España),Rioja,1998.0,Red,"Tempranillo (85%), Mazuelo, Graciano",12.5,12.0,11.0
Marqués de Arienzo Reserva,Bodegas Domecq,La Rioja (España),Rioja,1998.0,Red,"Tempranillo (95%), Graciano, Mazuelo",13.0,12.0,14.0
Conde de Valdemar Reserva,Bodegas Valdemar,La Rioja (España),Rioja,1998.0,Red,"Tempranillo (85%), Mazuelo (15%)",13.0,12.0,9.18
Barón de Oña Reserva,Torre de Oña,La Rioja (España),Rioja,1997.0,Red,Tempranillo,13.0,16.0,12.25
Labarona Reserva,Hacienda Grimón,La Rioja (España),Rioja,1999.0,Red,"Tempranillo (85%), Graciano (15%)",13.0,15.0,21.0
Viña Pomal Selección Centenario Reserva,Bodegas Bilbaínas,La Rioja (España),Rioja,1997.0,Red,Tempranillo (100%),12.5,15.0,14.0
Marqués de Murrieta Reserva,Bodegas Marqués de Murrieta,La Rioja (España),Rioja,1999.0,Red,"Tempranillo (85%), Mazuelo (8%), Garnacha (7%)",13.0,14.5,15.0
Luis Cañas Gran Reserva,Bodegas Luis Cañas,La Rioja (España),Rioja,1995.0,Red,"Teroldego (95%), Graciano (5%)",13.0,14.0,21.0
Herencia Remondo La Montesa Reserva,Bodegas Palacios Remondo,La Rioja (España),Rioja,1999.0,Red,Tempranillo,13.0,13.5,15.55
Faustino I Gran Reserva,Bodegas Faustino,La Rioja (España),Rioja,1995.0,Red,Tempranillo,13.0,13.0,17.73
Marqués de Vitoria Reserva,Bodegas Marqués de Vitoria,La Rioja (España),Rioja,1995.0,Red,Tempranillo (100%),13.0,13.0,10.75
Luis Cañas Reserva Selecc. de la Familia,Bodegas Luis Cañas,La Rioja (España),Rioja,1997.0,Red,Tempranillo,13.5,13.0,18.0
Campillo Reserva,Bodegas Campillo,La Rioja (España),Rioja,1996.0,Red,Tempranillo,13.0,12.5,14.26
Faustino V Reserva,Bodegas Faustino,La Rioja (España),Rioja,1998.0,Red,Tempranillo,13.0,12.5,9.42
Marqués de Arienzo Gran Reserva,Bodegas Domecq,La Rioja (España),Rioja,1995.0,Red,Tempranillo (100%),13.0,12.5,20.0
La Vicalanda Reserva,Bodegas Bilbaínas,La Rioja (España),Rioja,1999.0,Red,Tempranillo (100%),13.0,12.5,17.0
Viña Ardanza Reserva,"La Rioja Alta, SA",La Rioja (España),Rioja,1998.0,Red,"Tempranillo (80%), Garnacha (20%)",13.0,12.0,14.33
Blecua,Viñas del Vero,Aragón,Somontano,2000.0,Red,"Merlot, Cabernet Sauvignon, Garnacha, Tempranillo",13.5,16.5,65.0
Vino Primero Maceración Carbónica,Bodegas Fariña,Castilla y León,Toro,2003.0,Red,Tinta de Toro (100%),13.5,15.0,4.3
El Sequé,Laderas de Pinoso (Bodegas El Sequé),Comunidad Valenciana,Alicante,2001.0,Red,"Monastrell, Cabernet Sauvignon, Syrah",13.5,15.0,15.0
Marqués de Murrieta El Dorado Reserva,Bodegas Marqués de Murrieta,La Rioja (España),Rioja,1999.0,White,Viura (100%),13.0,14.0,11.0
Señorío de Toledo Primvs Tinto Joven,Bodegas Garva,Castilla La Mancha,Otros Castilla La Mancha,2003.0,Red,"Garnacha, Merlot",13.5,14.0,5.0
Santa Cruz de Artazu,Bodegas y Viñedos Artazu,Unknown,Navarra,2001.0,Red,Garnacha,14.0,12.5,18.5
Equus,Viña Santa Marina,Extremadura,Otros Extremadura,2001.0,Red,"Tempranillo (85%), Cabernet Sauvignon (10%), Syrah (5%)",13.0,12.0,3.25
Gloria de Ostatu,Bodegas Ostatu,La Rioja (España),Rioja,2001.0,Red,Tempranillo,14.5,15.5,30.0
Barón D'Anglade Reserva,Bodegas Franco-Españolas,La Rioja (España),Rioja,1995.0,Red,"Tempranillo, Mazuelo, Graciano",13.0,15.5,32.0
Los Dominios de Berceo Prefiloxérico,Bodegas Berceo,La Rioja (España),Rioja,2000.0,Red,Tempranillo,13.0,15.0,39.0
Propiedad H. Remondo,Bodegas Palacios Remondo,La Rioja (España),Rioja,2001.0,Red,Tempranillo,13.5,15.0,16.85
Cosme Palacio y Hermanos Crianza,Bodegas Palacio,La Rioja (España),Rioja,2001.0,Red,Tempranillo,13.0,14.5,15.0
Paisajes V Valsalado,Paisajes y Viñedos,La Rioja (España),Rioja,2000.0,Red,Tempranillo,13.0,14.0,13.5
