Wine,Winery,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price,Main Variety,Variety Count,Variety Class
Villa Narcisa Verdejo,Bodega Javier Sanz Viticultor,Castilla y León,Rueda,2007.0,White,Verdejo,13.0,13.5,4.95,Verdejo,1,Pure
Viña Cantosán Fermentado en Barrica,Los Curros (Grupo Yllera),Castilla y León,Rueda,2006.0,White,Verdejo,13.5,13.5,6.0,Verdejo,1,Pure
Palacio de Bornos Verdejo Fermentado en Barrica,Bodegas Palacio de Bornos,Castilla y León,Rueda,2006.0,White,Verdejo,13.5,13.5,8.5,Verdejo,1,Pure
José Pariente Fermentado en Barrica,Bodegas José Pariente,Castilla y León,Rueda,2006.0,White,Verdejo,13.0,13.5,12.0,Verdejo,1,Pure
Palacio de Bornos Verdejo Vendimia Seleccionada,Bodegas Palacio de Bornos,Castilla y León,Rueda,2003.0,White,Verdejo,13.5,13.5,17.0,Verdejo,1,Pure
Monsalve Verdejo,Maria Jesús de la Hoz Monsalve,Castilla y León,Rueda,2007.0,White,Verdejo,13.0,13.0,5.5,Verdejo,1,Pure
Carrasviñas Verdejo,Bodegas Félix Lorenzo Cachazo,Castilla y León,Rueda,2007.0,White,Verdejo,13.0,13.0,8.0,Verdejo,1,Pure
José Galo Verdejo,Bodegas Rueda Pérez,Castilla y León,Rueda,2007.0,White,Verdejo (100%),13.0,12.5,5.0,Verdejo,1,Pure
Blume Verdejo,Pagos del Rey,Castilla y León,Rueda,2007.0,White,Verdejo,13.0,12.5,4.5,Verdejo,1,Pure
Cuatro Rayas Verdejo,Bodega Cuatro Rayas,Castilla y León,Rueda,2007.0,White,Verdejo,12.5,12.5,4.7,Verdejo,1,Pure
Monasterio de Palazuelos Verdejo,Hijos de Alberto Gutiérrez,Castilla y León,Rueda,2007.0,White,Verdejo,12.5,12.5,5.0,Verdejo,1,Pure
Polígono 10 Verdejo,Maria Jesús de la Hoz Monsalve,Castilla y León,Rueda,2007.0,White,Verdejo,13.0,12.5,6.0,Verdejo,1,Pure
Sanz Verdejo,Vinos Sanz,Castilla y León,Rueda,2007.0,White,Verdejo,12.5,12.5,5.4,Verdejo,1,Pure
Las Brisas Verdejo,Bodegas Naia,Castilla y León,Rueda,2007.0,White,"Verdejo, Sauvignon Blanc, Viura",12.5,12.5,6.7,Verdejo,3,Mixed
Blanco Nieva Verdejo,Viñedos de Nieva,Castilla y León,Rueda,2007.0,White,Verdejo (11%),12.5,12.5,5.04,Verdejo,1,Pure
Martivillí Fermentado en Barrica,Angel Lorenzo Cachazo,Castilla y León,Rueda,2006.0,White,Verdejo,13.0,12.5,8.6,Verdejo,1,Pure
Badajo Verdejo,Maria Jesús de la Hoz Monsalve,Castilla y León,Rueda,2007.0,White,Verdejo,13.5,12.0,5.5,Verdejo,1,Pure
Real Castelo Verdejo,Bodegas Castelo de Medina,Castilla y León,Rueda,2007.0,White,"Verdejo (85%), Sauvignon Blanc (10%), Viura (5%)",12.5,12.0,3.5,Verdejo,3,Mixed
Doña Beatriz Verdejo Fermentado en Barrica,Bodegas Cerrosol,Castilla y León,Rueda,2006.0,White,Verdejo,13.0,11.5,16.0,Verdejo,1,Pure
Dominio de Sexmil Edición Summa,Alterego (Dominio de Sexmil),Castilla y León,Tierra del Vino de Zamora,2005.0,Red,Tempranillo,14.5,17.0,60.0,Tempranillo,1,Pure
Viña Mein,Viña Mein,Galicia,Ribeiro,2007.0,White,"Treixadura, Godello, Loureiro, Torrontés, Albariño",12.0,14.5,11.0,Treixadura,5,Mixed
Trio Infernal Nº 1/3,Combier-Fischer-Gerin,Cataluña,Priorat,2005.0,Red,Otras,14.5,14.5,30.0,Otras,1,Pure
Trio Infernal Nº 1/3,Combier-Fischer-Gerin,Cataluña,Priorat,2004.0,Red,Otras,14.0,14.5,30.0,Otras,1,Pure
Galiciano Dia,Adegas Día-Noite,Galicia,Valdeorras,2007.0,White,Godello,13.0,13.0,7.3,Godello,1,Pure
Genolí Viticultura Ecológica,Viña Ijalba,La Rioja (España),Rioja,2007.0,White,Viura,12.5,12.5,4.5,Viura,1,Pure
Viña Mein Fermentado en Barrica,Viña Mein,Galicia,Ribeiro,2006.0,White,"Treixadura, Godello, Loureiro, Torrontés, Albariño",12.0,12.5,13.0,Treixadura,5,Mixed
Finca Valdemoya Rosado,Hijos de Alberto Gutiérrez,Castilla y León,Otros Castilla y León,2007.0,Rose,Tempranillo,13.0,11.5,3.0,Tempranillo,1,Pure
Cañada Real Crianza,Vicente Sanz,Castilla y León,Rueda,2004.0,Red,Tempranillo,13.5,11.0,5.0,Tempranillo,1,Pure
Terreta Rosé,Bocopa,Comunidad Valenciana,Alicante,2007.0,Rose,Monastrell,13.0,10.5,5.5,Monastrell,1,Pure
Finca Valdemoya Tempranillo,Hijos de Alberto Gutiérrez,Castilla y León,Otros Castilla y León,2006.0,Red,Tempranillo,13.0,10.5,3.0,Tempranillo,1,Pure
Finca Valdemoya Tempranillo-Cabernet Sauvignon,Hijos de Alberto Gutiérrez,Castilla y León,Otros Castilla y León,2005.0,Red,"Tempranillo, Cabernet Sauvignon",13.0,10.5,5.0,Tempranillo,2,Mixed
Cimbalo,Maria Jesús de la Hoz Monsalve,Castilla y León,Otros Castilla y León,2005.0,Red,Tempranillo,13.5,9.0,6.5,Tempranillo,1,Pure
Granbazán Etiqueta Verde,Granbazán (Agro de Bazán),Galicia,Rías Baixas,2007.0,White,Albariño,12.5,15.5,9.28,Albariño,1,Pure
Valdamor,Valdamor,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,15.0,10.75,Albariño,1,Pure
Enxebre,Adega Condes de Albarei,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,14.5,11.0,Albariño,1,Pure
Adegas D'Altamira Selección,Adegas D'Altamira,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,14.5,9.5,Albariño,1,Pure
Albariño de Fefiñanes,Bodegas del Palacio de Fefiñanes,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,14.5,11.45,Albariño,1,Pure
Granbazán Etiqueta Ámbar,Granbazán (Agro de Bazán),Galicia,Rías Baixas,2007.0,White,Albariño,12.5,14.0,12.76,Albariño,1,Pure
1583 Albariño de Fefiñanes,Bodegas del Palacio de Fefiñanes,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,14.0,18.0,Albariño,1,Pure
Martin Códax,Bodegas Martín Códax,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,14.0,9.0,Albariño,1,Pure
Organistrum,Bodegas Martín Códax,Galicia,Rías Baixas,2006.0,White,Albariño,13.0,14.0,18.9,Albariño,1,Pure
Valdamor Barrica,Valdamor,Galicia,Rías Baixas,2005.0,White,Albariño,12.5,14.0,18.3,Albariño,1,Pure
Valdamor Selección,Valdamor,Galicia,Rías Baixas,2005.0,White,Albariño,12.5,13.5,13.8,Albariño,1,Pure
Condes de Albarei,Adega Condes de Albarei,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.0,7.5,Albariño,1,Pure
Brandal Barrica,Adegas D'Altamira,Galicia,Rías Baixas,2006.0,White,Albariño,13.0,13.0,14.9,Albariño,1,Pure
Castro Martin,Bodegas Castro Martín,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.0,9.5,Albariño,1,Pure
Casal Caeiro,Bodegas Castro Martín,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.0,8.0,Albariño,1,Pure
Castro Baroña,Bodega Castro Baroña,Galicia,Rías Baixas,2007.0,White,Albariño,12.0,13.0,7.2,Albariño,1,Pure
Segrel Ambar,Bodegas Pablo Padín,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.0,11.0,Albariño,1,Pure
Vionta,Comercial Oula,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.0,10.9,Albariño,1,Pure
Segrel,Bodegas Pablo Padín,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,12.5,9.0,Albariño,1,Pure
Maior de Mendoza Maceración Carbónica,Maior de Mendoza (Coto de Xiabre),Galicia,Rías Baixas,2007.0,White,Albariño,12.5,12.5,10.5,Albariño,1,Pure
Maior de Mendoza sobre lías,Maior de Mendoza (Coto de Xiabre),Galicia,Rías Baixas,2007.0,White,Albariño,12.5,12.5,9.5,Albariño,1,Pure
Soverribas de Nanclares,Alberto Nanclares Ocio,Galicia,Rías Baixas,2006.0,White,Albariño,13.5,12.0,10.0,Albariño,1,Pure
Aviàñ,Bodegas Castro Martín,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,12.0,7.5,Albariño,1,Pure
Eiral,Bodegas Pablo Padín,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,12.0,8.0,Albariño,1,Pure
Burgans,Bodegas Martín Códax,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,12.0,9.0,Albariño,1,Pure
Contrapunto,Granbazán (Agro de Bazán),Galicia,Rías Baixas,2007.0,White,Albariño,12.5,11.5,7.0,Albariño,1,Pure
Brandal,Adegas D'Altamira,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,11.0,8.0,Albariño,1,Pure
Alberto Nanclares,Alberto Nanclares Ocio,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,11.0,9.0,Albariño,1,Pure
Fulget,Maior de Mendoza (Coto de Xiabre),Galicia,Rías Baixas,2007.0,White,Albariño,12.5,10.5,8.0,Albariño,1,Pure
Tempus Vivendi,Alberto Nanclares Ocio,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,10.0,9.0,Albariño,1,Pure
Pagos del Moncayo Garnacha,Pagos del Moncayo,Aragón,Campo de Borja,2006.0,Red,Garnacha,14.5,16.5,12.0,Garnacha,1,Pure
Alto Moncayo,Bodegas Alto Moncayo,Aragón,Campo de Borja,2005.0,Red,Garnacha,15.5,16.5,30.5,Garnacha,1,Pure
Alto Moncayo Veraton,Bodegas Alto Moncayo,Aragón,Campo de Borja,2005.0,Red,Garnacha,15.0,15.5,20.0,Garnacha,1,Pure
Pagos del Moncayo,Pagos del Moncayo,Aragón,Campo de Borja,2007.0,Red,"Garnacha (65%), Syrah (35%)",13.5,14.5,5.5,Garnacha,2,Mixed
Tres Picos Garnacha,Bodegas Borsao,Aragón,Campo de Borja,2006.0,Red,Garnacha,14.5,14.5,13.0,Garnacha,1,Pure
Borsao Selección Tinto Joven,Bodegas Borsao,Aragón,Campo de Borja,2007.0,Red,"Garnacha, Tempranillo, Cabernet Sauvignon",14.0,14.0,3.35,Garnacha,3,Mixed
Borsao Crianza Selección,Bodegas Borsao,Aragón,Campo de Borja,2005.0,Red,"Garnacha, Tempranillo, Merlot",14.5,14.0,7.19,Garnacha,3,Mixed
Borsao Reserva Selección,Bodegas Borsao,Aragón,Campo de Borja,2004.0,Red,"Garnacha, Tempranillo, Cabernet Sauvignon",14.5,14.0,13.34,Garnacha,3,Mixed
Fagus de Coto de Hayas,Bodegas Aragonesas,Aragón,Campo de Borja,2005.0,Red,Garnacha,13.5,13.5,27.0,Garnacha,1,Pure
Coto de Hayas Reserva,Bodegas Aragonesas,Aragón,Campo de Borja,2004.0,Red,Garnacha,13.5,13.5,10.0,Garnacha,1,Pure
Gran Gregoriano Crianza,Agroganadera-Frago,Aragón,Campo de Borja,2004.0,Red,"Tempranillo (60%), Garnacha (30%), Cabernet Sauvignon (10%)",13.5,13.5,4.2,Tempranillo,3,Mixed
Borsao Primizia,Bodegas Borsao,Aragón,Campo de Borja,2007.0,Red,Garnacha,14.5,13.0,3.78,Garnacha,1,Pure
Coto de Hayas,Bodegas Aragonesas,Aragón,Campo de Borja,2007.0,White,Chardonnay,13.0,13.0,3.0,Chardonnay,1,Pure
Coto de Hayas Tempranillo-Cabernet,Bodegas Aragonesas,Aragón,Campo de Borja,2007.0,Red,"Tempranillo, Cabernet Sauvignon",13.5,13.0,4.0,Tempranillo,2,Mixed
Solo 08 Syrah,Bodegas Aragonesas,Aragón,Campo de Borja,2007.0,Red,Syrah,14.0,13.0,4.5,Syrah,1,Pure
Coto de Hayas Crianza,Bodegas Aragonesas,Aragón,Campo de Borja,2005.0,Red,"Garnacha (60%), Tempranillo (40%)",13.5,13.0,6.0,Garnacha,2,Mixed
Borsao Selección Rosado,Bodegas Aragonesas,Aragón,Campo de Borja,2007.0,Rose,Garnacha,13.5,12.5,3.35,Garnacha,1,Pure
Coto de Hayas Garnacha Centenaria,Bodegas Aragonesas,Aragón,Campo de Borja,2007.0,Red,Garnacha,13.5,12.5,10.0,Garnacha,1,Pure
Coto de Hayas Rosado,Bodegas Aragonesas,Aragón,Campo de Borja,2007.0,Rose,"Garnacha, Tempranillo, Cabernet Sauvignon",13.0,12.5,3.0,Garnacha,3,Mixed
Coto de Hayas Joven,Bodegas Aragonesas,Aragón,Campo de Borja,2007.0,Red,"Garnacha, Tempranillo, Cabernet Sauvignon, Syrah",13.0,12.0,3.0,Garnacha,4,Mixed
Alvear Fino en Rama,Alvear,Andalucía,Montilla-Moriles,2004.0,Generous,Pedro Ximénez,15.0,15.0,5.2,Pedro,1,Pure
Saca de Primavera Manzanilla en Rama,Antonio Barbadillo,Andalucía,Jerez y Manzanilla,2008.0,Generous,Palomino,15.0,15.0,10.0,Palomino,1,Pure
Saca de Invierno Manzanilla en Rama,Antonio Barbadillo,Andalucía,Jerez y Manzanilla,2007.0,Generous,Palomino,15.0,14.5,10.0,Palomino,1,Pure
D. Pedro de Soutomaior,Adegas Galegas,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,15.0,10.5,Albariño,1,Pure
Pontellón,Adegas Tollodouro,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,14.5,10.0,Albariño,1,Pure
Lagar do Castelo,Bodega Castro Baroña,Galicia,Rías Baixas,2007.0,White,Albariño,12.0,14.5,7.1,Albariño,1,Pure
Ria de Arosa,Carlos Castro Serantes (Tomada de Castro),Galicia,Rías Baixas,2007.0,White,Albariño,12.0,14.5,9.0,Albariño,1,Pure
O Deus Dionisos,Adegas Galegas,Galicia,Rías Baixas,2007.0,White,Albariño,12.7,14.0,8.3,Albariño,1,Pure
Fillaboa,Bodegas Fillaboa,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,14.0,12.0,Albariño,1,Pure
Morgadío,Adegas Morgadío,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.5,12.0,Albariño,1,Pure
Bágoa do Miño Lágrima,Bodegas As Laxas,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.5,13.45,Albariño,1,Pure
Val do Sosego,Bodegas As Laxas,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.0,9.86,Albariño,1,Pure
Terras Gauda O Rosal,Bodegas Terras Gauda,Galicia,Rías Baixas,2007.0,White,"Albariño (80%), Loureiro, Caiño",12.5,13.0,10.35,Albariño,3,Mixed
La Val,Bodegas La Val,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,12.5,7.5,Albariño,1,Pure
Bouza do Rei,Bouza do Rei,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,12.5,8.0,Albariño,1,Pure
Terra D'Ouro,Bodegas Pazo de Villarei,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,12.5,10.0,Albariño,1,Pure
Torre La Moreira,Bodegas Marqués de Vizhoja,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,12.0,7.6,Albariño,1,Pure
Lagar de Costa,Lagar de Costa,Galicia,Rías Baixas,2007.0,White,Albariño,13.5,11.5,12.0,Albariño,1,Pure
Mar de Frades,Bodegas Mar de Frades,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,11.5,15.0,Albariño,1,Pure
Santiago Roma Selección,Bodegas Santiago Roma,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,11.0,20.0,Albariño,1,Pure
Señor da Folla Verde (Condado),Bodegas Marqués de Vizhoja,Galicia,Rías Baixas,2007.0,White,"Albariño, Loureiro, Treixadura",12.5,10.5,11.0,Albariño,3,Mixed
Laxas,Bodegas As Laxas,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,15.0,11.02,Albariño,1,Pure
Lagar de Pintos,Bodegas Lagar de Pintos,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,14.5,8.0,Albariño,1,Pure
Quinta de Couselo Rosal,Adega Quinta Couselo,Galicia,Rías Baixas,2007.0,White,"Albariño, Loureiro, Caiño",12.5,14.5,8.0,Albariño,3,Mixed
Zíos de Lusco,Adega Pazos de Lusco,Galicia,Rías Baixas,2006.0,White,Albariño,13.0,14.0,8.5,Albariño,1,Pure
Agnusdei,Bodegas Agnusdei,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,14.0,8.5,Albariño,1,Pure
Eidos de Padriñan,Adegas Dos Eidos,Galicia,Rías Baixas,2007.0,White,Albariño,13.3,14.0,7.0,Albariño,1,Pure
D. Pedro de Soutomaior Neve Carbónica,Adegas Galegas,Galicia,Rías Baixas,2007.0,White,Albariño,13.5,13.5,9.0,Albariño,1,Pure
Orballo,Bodegas La Val,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.5,7.5,Albariño,1,Pure
Santiago Ruiz,Santiago Ruiz,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,13.5,12.5,Albariño,1,Pure
Núñez Andion,Bodegas Núñez Andión,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.0,8.0,Albariño,1,Pure
Santiago Roma,Bodegas Santiago Roma,Galicia,Rías Baixas,2007.0,White,Albariño,12.0,13.0,15.0,Albariño,1,Pure
Tollodouro Rosal,Adegas Tollodouro,Galicia,Rías Baixas,2007.0,White,"Albariño, Caiño, Treixadura, Loureiro",12.5,13.0,11.0,Albariño,4,Mixed
Castel de Bouza,Bouza do Rei,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,12.5,9.0,Albariño,1,Pure
Lagar de Cervera,Lagar de Fornelos,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,12.5,12.75,Albariño,1,Pure
Taranis Condado,Robaliño,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,12.5,8.0,Albariño,1,Pure
Veigas de Padriñan,Adegas Dos Eidos,Galicia,Rías Baixas,2007.0,White,Albariño,13.7,12.5,8.0,Albariño,1,Pure
Marqués de Vizhoja,Bodegas Marqués de Vizhoja,Galicia,Otros Galicia,2007.0,White,Otras,11.5,12.0,4.4,Otras,1,Pure
Señorío de Sobral,Señorío de Sobral,Galicia,Rías Baixas,2007.0,White,Albariño,12.0,12.0,7.25,Albariño,1,Pure
Ex Libris,Lagar de Besada,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,11.0,6.5,Albariño,1,Pure
Finca de Arantei,Bodegas La Val,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,11.0,7.5,Albariño,1,Pure
Liñar de Vides,Robaliño,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,11.0,8.0,Albariño,1,Pure
Pazo San Mauro,Pazo San Mauro,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,11.0,10.0,Albariño,1,Pure
Valdumia Premium,Valdumia,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,11.0,6.5,Albariño,1,Pure
La Val Crianza sobre Lías,Bodegas La Val,Galicia,Rías Baixas,2003.0,White,Albariño,12.5,16.5,24.0,Albariño,1,Pure
Nora da Neve,Viña Nora,Galicia,Rías Baixas,2006.0,White,Albariño,13.0,16.0,21.0,Albariño,1,Pure
Martín Códax Pé Redondo Lías,Bodegas Martín Códax,Galicia,Rías Baixas,2006.0,White,Albariño,13.0,15.5,20.0,Albariño,1,Pure
Terras Gauda O Rosal,Bodegas Terras Gauda,Galicia,Rías Baixas,2006.0,White,"Albariño, Caiño, Loureiro",12.5,15.5,30.0,Albariño,3,Mixed
Lusco,Adega Pazos de Lusco,Galicia,Rías Baixas,2006.0,White,Albariño,13.0,15.0,12.5,Albariño,1,Pure
Capricho de Morgadío,Adegas Morgadío,Galicia,Rías Baixas,2005.0,White,Albariño,12.5,15.0,20.0,Albariño,1,Pure
La Val Fermentado en Barrica,Bodegas La Val,Galicia,Rías Baixas,2005.0,White,Albariño,12.5,15.0,15.0,Albariño,1,Pure
Veigadares,Adegas Galegas,Galicia,Rías Baixas,2006.0,White,"Albariño (85%), Treixadura (10%), Loureiro (5%)",13.0,14.5,16.0,Albariño,3,Mixed
Pazo de Señorans Selección de Añada,Pazo de Señorans,Galicia,Rías Baixas,2003.0,White,Albariño,12.5,14.5,35.0,Albariño,1,Pure
Tomada de Castro,Carlos Castro Serantes (Tomada de Castro),Galicia,Rías Baixas,2007.0,White,Albariño,12.0,14.0,10.0,Albariño,1,Pure
Albariño de Fefiñanes III Año,Bodegas del Palacio de Fefiñanes,Galicia,Rías Baixas,2005.0,White,Albariño,13.0,14.0,28.0,Albariño,1,Pure
Eidos Contraaparede,Adegas Dos Eidos,Galicia,Rías Baixas,2004.0,White,Albariño,12.5,14.0,11.0,Albariño,1,Pure
Pazo de Señorans,Pazo de Señorans,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,13.5,12.0,Albariño,1,Pure
Valmiñor,Adegas Valmiñor,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.5,12.0,Albariño,1,Pure
Turonia,Adega Quinta Couselo,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.0,8.0,Albariño,1,Pure
Davila,Adegas Valmiñor,Galicia,Rías Baixas,2007.0,White,"Albariño, Otras",12.5,12.5,15.0,Albariño,2,Mixed
Nora,Viña Nora,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,12.5,12.5,Albariño,1,Pure
Fillaboa Selección Finca Monte Alto,Bodegas Fillaboa,Galicia,Rías Baixas,2006.0,White,Albariño,12.5,12.5,15.0,Albariño,1,Pure
Laxas Condado,Bodegas As Laxas,Galicia,Rías Baixas,2006.0,White,"Albariño (55%), Treixadura (30%), Loureiro (15%)",12.5,12.5,13.45,Albariño,3,Mixed
César Príncipe,Bodegas César Príncipe (Las Nieblas),Castilla y León,Cigales,2005.0,Red,Tempranillo (100%),14.5,14.5,18.0,Tempranillo,1,Pure
Maudes Crianza,Bodegas Lezcano-Lacalle,Castilla y León,Cigales,2004.0,Red,"Tempranillo (80%), Merlot (15%), Cabernet Sauvignon (5%)",13.5,14.5,9.0,Tempranillo,3,Mixed
DÚ - Lezcano-Lacalle,Bodegas Lezcano-Lacalle,Castilla y León,Cigales,2003.0,Red,"Tempranillo (80%), Merlot (15%), Cabernet Sauvignon (5%)",13.5,14.5,37.0,Tempranillo,3,Mixed
Museum Real Reserva,Bodegas Museum,Castilla y León,Cigales,2003.0,Red,Tempranillo (100%),14.0,14.5,12.0,Tempranillo,1,Pure
Carredueñas,Bodegas y Viñedos Pilcar,Castilla y León,Cigales,2007.0,Rose,Tempranillo,13.0,14.0,3.5,Tempranillo,1,Pure
Torondos Crianza,Bodega Coop. de Cigales,Castilla y León,Cigales,2005.0,Red,Otras,14.2,14.0,4.1,Otras,1,Pure
Viña Concejo,Bodegas y Viñedos Pilcar,Castilla y León,Cigales,2005.0,Red,Tempranillo,14.5,14.0,11.8,Tempranillo,1,Pure
Prelado de Armedilla Crianza,Bodegas Hijos de Félix Salas,Castilla y León,Cigales,2003.0,Red,Otras,13.0,14.0,7.0,Otras,1,Pure
Traslanzas,Traslanzas,Castilla y León,Cigales,2004.0,Red,Tempranillo,14.0,13.5,17.0,Tempranillo,1,Pure
Viña Sesmero,Bodegas y Viñedos Valeriano,Castilla y León,Cigales,2007.0,Rose,"Tempranillo (70%), Garnacha (15%), Verdejo (15%)",13.0,13.0,2.1,Tempranillo,3,Mixed
Valeriano Roble,Bodegas y Viñedos Valeriano,Castilla y León,Cigales,2006.0,Red,Tempranillo (100%),13.5,13.0,2.4,Tempranillo,1,Pure
Museum Crianza,Bodegas Museum,Castilla y León,Cigales,2003.0,Red,Tempranillo (100%),13.5,13.0,7.0,Tempranillo,1,Pure
Docetañidos,Bodegas Lezcano-Lacalle,Castilla y León,Cigales,2007.0,Rose,"Tempranillo (80%), Otras (20%)",12.8,12.5,7.0,Tempranillo,2,Mixed
Torondos Cigales Nuevo,Bodega Coop. de Cigales,Castilla y León,Cigales,2007.0,Rose,"Tempranillo, Garnacha Blanca, Verdejo",13.0,12.0,2.5,Tempranillo,3,Mixed
Calderona Rosado Elite,Bodegas Frutos Villar,Castilla y León,Cigales,2007.0,Rose,Otras,12.5,12.0,4.5,Otras,1,Pure
Viña Picota,Bodegas Hijos de Félix Salas,Castilla y León,Cigales,2007.0,Rose,Otras,12.5,12.0,4.0,Otras,1,Pure
Valeriano Crianza,Bodegas y Viñedos Valeriano,Castilla y León,Cigales,2005.0,Red,Tempranillo (100%),13.5,12.0,4.2,Tempranillo,1,Pure
Sinforiano,Bodegas y Viñedos Sinforiano Vaquero,Castilla y León,Cigales,2004.0,Red,Tempranillo (100%),14.5,12.0,10.0,Tempranillo,1,Pure
Sinfo,Bodegas y Viñedos Sinforiano Vaquero,Castilla y León,Cigales,2007.0,Rose,"Tempranillo (80%), Verdejo (10%)",12.8,11.5,2.4,Tempranillo,2,Mixed
Carratraviesa Selección,Bodegas Hijos de Rufino Iglesias,Castilla y León,Cigales,2007.0,Rose,"Tempranillo (80%), Garnacha (10%), Otras (10%)",13.0,11.5,3.0,Tempranillo,3,Mixed
Sinfo,Bodegas y Viñedos Sinforiano Vaquero,Castilla y León,Cigales,2006.0,Red,Tempranillo (100%),14.6,11.5,3.5,Tempranillo,1,Pure
Calderona Reserva,Bodegas Frutos Villar,Castilla y León,Cigales,2004.0,Red,Otras,14.0,11.5,8.5,Otras,1,Pure
Calderona Crianza,Bodegas Frutos Villar,Castilla y León,Cigales,2005.0,Red,Otras,13.5,11.0,6.8,Otras,1,Pure
Gran Solar de Laguna Selección Especial,Bodegas Solar de Laguna,Castilla y León,Cigales,2007.0,Rose,Tempranillo (100%),13.0,10.5,6.0,Tempranillo,1,Pure
Millatos,Bodegas Hijos de Rufino Iglesias,Castilla y León,Cigales,2006.0,Red,Tempranillo (100%),13.5,9.0,3.4,Tempranillo,1,Pure
Qué Bonito Cacareaba,Benjamín Romeo,La Rioja (España),Rioja,2006.0,White,Otras,14.0,15.5,30.0,Otras,1,Pure
Abel Mendoza Malvasia Fermentado en Barrica,Abel Mendoza Monge,La Rioja (España),Rioja,2006.0,White,Malvasia,13.0,15.0,13.8,Malvasia,1,Pure
Allende,Finca Allende,La Rioja (España),Rioja,2005.0,White,"Viura, Malvasia",14.0,15.0,16.0,Viura,2,Mixed
Remelluri Blanco,Granja Ntra. Sra. de Remelluri,La Rioja (España),Rioja,2005.0,White,Otras,14.5,15.0,28.0,Otras,1,Pure
Arabarte de Autor Fermentado en Barrica,Bodegas Arabarte,La Rioja (España),Rioja,2004.0,White,Otras,13.5,14.5,15.0,Otras,1,Pure
Muga Fermentado en Barrica,Bodegas Muga,La Rioja (España),Rioja,2007.0,White,"Viura (90%), Malvasia (10%)",13.0,14.0,8.0,Viura,2,Mixed
Abando Fermentado en Barrica,Bodegas Santalba,La Rioja (España),Rioja,2007.0,White,Viura,13.0,14.0,6.0,Viura,1,Pure
Izadi,Viña Villabuena (Izadi),La Rioja (España),Rioja,2006.0,White,"Viura (80%), Malvasia (20%)",13.0,14.0,7.8,Viura,2,Mixed
Martin Cendoya Malvasia Fermentado en Barrica,Eguren Ugarte,La Rioja (España),Rioja,2006.0,White,Malvasia,13.0,14.0,10.95,Malvasia,1,Pure
Viña Real Fermentado en Barrica,Viña Real,La Rioja (España),Rioja,2005.0,White,Viura,13.5,14.0,6.5,Viura,1,Pure
Baigorri Fermentado en Barrica,Bodegas Baigorri,La Rioja (España),Rioja,2005.0,White,Viura,13.5,14.0,10.0,Viura,1,Pure
