Wine,Winery,Country,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price
Adega Barbado Siete meses en barrica,Tomás Rodríguez González,España,Galicia,Ribeira Sacra,2007,Tinto,Otras,14.00,13.0,"
Cere"
VX Cuvée Caco,Coto de Gomariz,España,Galicia,Ribeiro,2006,Tinto,"Sousón, Mencía, Touriga Nacional, Caiño",14.00,13.0,21.00
Guímaro B2M,Guímaro (Pedro M Rodríguez Pérez),España,Galicia,Ribeira Sacra,Tipo:  Tinto,Castas: Mencía,Alcohol: 13.50º,Consumo óptimo: De 2010 a 2013,13.0,25.00
Abadía da Cova Barrica,Adegas Moure,España,Galicia,Ribeira Sacra,2008,Tinto,Mencía,13.00,12.5,11.30
Terra do Gargalo Carballo,Gargalo,España,Galicia,Monterrei,2007,Tinto,"Tempranillo (60%), Mencía (30%), Bastardo (10%)",13.50,12.5,13.50
VX Cuvée Primo,Coto de Gomariz,España,Galicia,Ribeiro,2005,Tinto,"Sousón, Caiño, Mencía",14.00,12.5,21.00
Viñaredo Barrica Selección Castes Nobres,Adegas Santa Marta,España,Galicia,Valdeorras,Tipo:  Tinto,Castas: Sousón,Alcohol: 13.00º,Consumo óptimo: De 2010 a 2012,12.5,12.00
Rectoral de Amandi Colleita Seleccionada,Rectoral de Amandi,España,Galicia,Ribeira Sacra,2009,Tinto,Mencía,12.50,12.0,8.00 
Goliardo Loureiro,Bodegas Forjas del Salnés,España,Galicia,Rías Baixas,2008,Tinto,Loureiro,12.50,12.0,23.00
Amandi Proencia Barrica,Tomás Arias Fernández (Proencia),España,Galicia,Ribeira Sacra,2007,Tinto,Otras,13.50,12.0,"
Cere"
Viñaredo Barrica Selección Mencía,Adegas Santa Marta,España,Galicia,Valdeorras,Tipo:  Tinto,Castas: Mencía,Alcohol: 13.00º,Consumo óptimo: De 2010 a 2012,12.0,12.00
Alma de Tinto,Adegas Pazo das Tapias,España,Galicia,Monterrei,2009,Tinto,Mencía,13.00,11.5,"
Cere"
Viña Ribada Mencía Barrica,Manuel Calvo Méndez,España,Galicia,Ribeira Sacra,2008,Tinto,Mencía,13.50,11.0,"
Cere"
Goliardo Caiño,Bodegas Forjas del Salnés,España,Galicia,Rías Baixas,2008,Tinto,Alcohol: 12.50º,Consumo óptimo: De 2010 a 2011,11.0,23.00
Viña Ribada Mencía,Manuel Calvo Méndez,España,Galicia,Ribeira Sacra,2009,Tinto,Mencía,13.50,9.0,"
Cere"
Contino Blanco,Viñedos del Contino,España,La Rioja (España),Rioja,2007,Blanco,"Malvasia, Viura, Garnacha Blanca",13.50,17.0,16.00
Redoma Reserva,Niepoort Vinhos,Portugal,N/D,Douro,2007,Blanco,Otras,13.50,16.5,37.00
Guru,Wine & Soul Lda.,Portugal,N/D,Douro,2008,Blanco,Otras,12.50,16.5,24.00
Redoma,Niepoort Vinhos,Portugal,N/D,Douro,2007,Blanco,Otras,13.00,16.0,15.00
Tiara,Niepoort Vinhos,Portugal,N/D,Douro,2007,Blanco,Otras,12.50,16.0,19.00
Contino Blanco,Viñedos del Contino,España,La Rioja (España),Rioja,2008,Blanco,Viura,13.50,16.0,16.00
Do Ferreiro,Gerardo Méndez Lázaro,España,Galicia,Rías Baixas,2009,Blanco,Albariño,12.50,16.0,12.00
Barcolobo,Finca La Rinconada,España,Castilla y León,Otros Castilla y León,2007,Tinto,"Tempranillo (80%), Cabernet Sauvignon (15%), Syrah (5%)",14.00,15.0,10.00
Crápula,Viñedos del Quórum,España,Murcia,Jumilla,2008,Tinto,Monastrell,14.00,15.0,15.00
Pago Florentino,Bodegas Arzuaga Navarro,España,Castilla La Mancha,Otros Castilla La Mancha,2008,Tinto,"Petit Verdot, Syrah, Tempranillo",Consumo óptimo: De 2012 a 2020.,15.0,11.00
Morgadio da Calçada,Niepoort Vinhos,Portugal,N/D,Douro,2007,Blanco,Otras,12.50,14.5,15.00
NdQ Selección,Viñedos del Quórum,España,Murcia,Jumilla,2007,Tinto,Monastrell,14.00,14.5,9.00 
Contino Blanco,Viñedos del Contino,España,La Rioja (España),Rioja,2009,Blanco,"Malvasia, Viura, Garnacha Blanca",13.50,14.5,18.00
Valdouro,Bodega Coop. Jesús Nazareno,España,Galicia,Valdeorras,2008,Tinto,"Mencía (85%), Garnacha Tintorera (15%)",12.00,14.0,5.00 
PCiña Vendimia Seleccionada,Bodegas Hermanos Peciña,España,La Rioja (España),Rioja,2008,Blanco,Viura,12.50,13.0,5.00 
Viña Sanzo Sobre Lías,Rodríguez Sanzo,España,Castilla y León,Rueda,2008,Blanco,Verdejo,12.50,13.0,"
Nota"
Onomástica Blanco Reserva,Bodegas Carlos Serres,España,La Rioja (España),Rioja,2006,Blanco,"Malvasia, Garnacha Blanca, Viura",13.50,13.0,18.00
Capellanía,Bodegas Marqués de Murrieta,España,La Rioja (España),Rioja,2005,Blanco,Viura,Consumo óptimo: De 2010 a 2015.,13.0,16.00
Vivanco Viura - Malvasía,Bodegas Vivanco,España,La Rioja (España),Rioja,2008,Blanco,"Viura, Malvasia",12.50,12.5,10.00
Van Zellers,"Lemos & Van Zeller, Lda.",Portugal,N/D,Douro,2008,Blanco,Otras,12.50,12.5,15.00
Viña Sanzo Verdejo,Rodríguez Sanzo,España,Castilla y León,Rueda,2009,Blanco,Verdejo,12.50,12.0,6.00 
Altea de Antonio Alcaraz Crianza,Bodegas Launa,España,La Rioja (España),Rioja,2007,Tinto,Tempranillo,13.50,12.0,"
Algú"
Viñaredo Mencía,Adegas Santa Marta,España,Galicia,Valdeorras,2009,Tinto,Mencía,12.50,12.0,5.50 
Valderroa Mencía,Bodegas Valdesil,España,Galicia,Valdeorras,2009,Tinto,Mencía,13.50,11.0,6.00 
Matsu El Pícaro,Matsu Bodega y Viñedos Ecologicos,España,Castilla y León,Toro,2008,Tinto,Tinta de Toro,14.00,9.5,6.00 
Bioca Selección Mencía,Mª Teresa Núñez Vega,España,Galicia,Valdeorras,2009,Tinto,Mencía,13.00,9.0,4.50 
Sotorrondero,Bodegas Jiménez-Landi,España,Castilla La Mancha,Méntrida,2008,Tinto,"Syrah (85%), Garnacha (15%)",14.50,16.0,11.00
Aljibes Syrah,Bodega Los Aljibes,España,Castilla La Mancha,Otros Castilla La Mancha,2005,Tinto,Syrah,14.50,15.0,10.60
Pago de Cirsus Cuvée Especial Syrah,Bodega Pago de Cirsus,España,Navarra,Navarra,2007,Tinto,Syrah,14.00,15.0,14.50
Altico Syrah,Bodegas Carchelo,España,Murcia,Jumilla,2008,Tinto,Syrah,14.00,14.5,8.50 
Martúe Syrah,Bodegas Martúe,España,Castilla La Mancha,Otros Castilla La Mancha,2007,Tinto,Syrah,14.50,14.0,12.50
Enrique Mendoza Shiraz,Bodegas Enrique Mendoza,España,Comunidad Valenciana,Alicante,2007,Tinto,Syrah,14.50,14.0,13.00
Peñascal Shiraz,Hijos de Antonio Barceló (Viña Mayor),España,Castilla y León,Otros Castilla y León,2007,Tinto,Syrah,13.00,14.0,7.00 
Lacruz de Finca Loranque,Finca Loranque,España,Castilla y León,Otros Castilla y León,2005,Tinto,Syrah,13.00,14.0,5.00 
Finca Antigua Syrah,Finca Antigua,España,Castilla La Mancha,La Mancha,2008,Tinto,Syrah,14.00,13.0,6.00 
Baldor Tradición Syrah,Bodegas y Viñedos Castiblanque,España,Castilla La Mancha,Otros Castilla La Mancha,2006,Tinto,Alcohol: 14.50º,Consumo óptimo: 2010-12,13.0,13.00
Pernales,Bodegas Málaga Virgen,España,N/D,Sierras de Málaga,2006,Tinto,Syrah,14.50,13.0,8.50 
Destiempo,Ana Bombal,España,Castilla La Mancha,Otros Castilla La Mancha,2008,Tinto,Syrah,13.00,13.0,8.00 
Dehesa del Carrizal Syrah,Dehesa del Carrizal,España,Castilla La Mancha,Dehesa del Carrizal,2006,Tinto,Syrah,15.00,13.0,13.00
MontReaga La Esencia,Mont Reaga,España,Castilla La Mancha,Otros Castilla La Mancha,2005,Tinto,Syrah,14.00,12.5,13.00
Pago de los Balagueses Syrah,Viñedos y Bodegas Vegalfaro (Andrés Valiente e Hijos),España,Comunidad Valenciana,Utiel-Requena,2007,Tinto,Syrah,14.00,12.0,13.00
Pagos del Moncayo Syrah,Pagos del Moncayo,España,Aragón,Campo de Borja,2008,Tinto,Syrah,14.50,12.0,10.00
Máximo Shiraz,Bodegas Máximo (Barón de Ley),España,Castilla La Mancha,Otros Castilla La Mancha,2007,Tinto,Syrah,14.00,11.5,3.50 
El Linze,Bodegas El Linze,España,Castilla y León,Otros Castilla y León,2007,Tinto,"Syrah (95%), Tinta Velasco (5%)",13.50,11.5,13.00
Gazate Syrah,Vinícola de Tomelloso,España,Castilla La Mancha,La Mancha,2009,Tinto,Syrah,13.00,11.0,3.50 
Leix,Vinya els Vilars,España,Cataluña,Costers del Segre,2007,Tinto,Syrah,13.50,9.0,14.30
Vallegarcia Syrah,Pago de Vallegarcía,España,Castilla La Mancha,Otros Castilla La Mancha,2005,Tinto,Syrah,15.00,17.5,20.00
La Rosa de Finca Sandoval,Finca Sandoval,España,Castilla La Mancha,Manchuela,2007,Tinto,"Syrah (85%), Alicante Bouschet (15%)",14.50,17.5,30.00
Dominio de Valdepusa Syrah,Pagos de Familia Marqués de Griñón,España,Castilla La Mancha,Dominio de Valdepusa,2005,Tinto,Syrah,14.50,17.0,25.50
Mont Reaga Clásico,Mont Reaga,España,Castilla La Mancha,Otros Castilla La Mancha,2004,Tinto,Syrah,14.00,16.5,20.00
Étim Selection Syrah,Agrícola Falset-Marçà,España,Cataluña,Montsant,2005,Tinto,Syrah,14.00,16.0,18.00
Manuel Manzaneque Nuestro Syrah,Finca Élez (Manzaneque),España,N/D,Finca Élez,2006,Tinto,Syrah,14.00,15.5,16.00
Thalarn,Castell d'Encús,España,Cataluña,Costers del Segre,2008,Tinto,Syrah,14.00,15.5,25.00
Finca Sandoval,Finca Sandoval,España,Castilla La Mancha,Manchuela,2001,Tinto,"Syrah (93%), Monastrell (7%)",14.50,15.0,22.00
El Bugader,Cellers Joan D'Anguera,España,Cataluña,Montsant,2006,Tinto,"Syrah (95%), Garnacha (15%)",15.50,15.0,36.00
Loranque El Grande,Finca Loranque,España,Castilla La Mancha,Otros Castilla La Mancha,2007,Tinto,Syrah,14.50,15.0,15.00
Pago del Ama,Viñedos Cigarral de Santa María (Pago del Ama),España,Castilla La Mancha,Otros Castilla La Mancha,2005,Tinto,Syrah,14.00,14.5,70.00
Valtosca,Casa Castillo,España,Murcia,Jumilla,2008,Tinto,Syrah,14.50,14.5,15.00
Syrah 110,Vins Nadal,España,Baleares,Otros Baleares,2007,Tinto,Syrah,14.50,14.5,18.00
Vizar Syrah,Bodegas Peñalba la Verde,España,Castilla y León,Otros Castilla y León,2008,Tinto,Syrah,13.50,14.0,30.00
Detrás de la Casa,Bodegas Castaño,España,Murcia,Yecla,2006,Tinto,Syrah,14.00,14.0,16.50
Albet i Noya Col.lecció Syrah,Albet i Noya,España,Cataluña,Penedès,2007,Tinto,Syrah,14.00,14.0,16.00
Tagonius Syrah,Bodegas Tagonius,España,Madrid,Vinos de Madrid,2006,Tinto,Syrah,13.50,13.5,19.00
Calzadilla Syrah,Bodega y Viñedos Uribes Madero,España,Castilla La Mancha,Otros Castilla La Mancha,2006,Tinto,Syrah,13.50,13.5,20.00
Torrent Negre Selecció Privada,Vins Miquel Gelabert,España,Baleares,Pla i Llevant,2004,Tinto,Syrah,14.00,13.5,33.00
Arrayán Syrah,Bodegas Arrayán,España,Castilla La Mancha,Méntrida,2005,Tinto,Syrah,14.00,12.5,18.00
Barolo Meriamè,Paolo Manzone,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2014-2020,17.5,40.00
Barolo Cerretta,Azienda Agricola Vajra Giuseppe Domenico,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2014-2020,17.5,40.00
Barolo Margheria,Massolino-Vigna Rionda,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2018-2030,17.5,45.00
Barolo Cà Mia,Brovia,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2014-2020,17.0,45.00
Barolo Broglio,Azienda Agricola Schiavenza,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2015-2025,17.0,30.00
Barolo Cerrati,Cascina Cucco Azienda Agricola,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2014-2020,17.0,30.00
Barolo Colarej,Gemma,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2012-2020,17.0,32.00
Barolo Marenca,Luigi Pira,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2015-2025,17.0,40.00
Barolo Le Vigne,Azienda Agricola Sandrone Luciano,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2012-2018,17.0,85.00
Barolo Leon,Az. Agricola Cascina Luisin,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2012-2020,17.0,35.00
Barolo San Rocco,Azienda Agricola Azelia,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2014-2022,17.0,40.00
Barolo Parafada,Massolino-Vigna Rionda,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2018-2030,17.0,55.00
Barolo Ginestra Casa Matè,Azienda Agricola Elio Grasso,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2014-2020,17.0,50.00
Barolo Vigna Pugnane,Franco Conterno,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2012-2020,17.0,20.00
Barolo Villero,Livia Fontana,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2012-2020,17.0,55.00
Barolo Monti,Monti,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2012-2018,17.0,40.00
Barolo Le Coste,Giacomo Grimaldi,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2012-2018,17.0,45.00
Barolo La Serra,Azienda Agricola Bosco Agostino,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2012-2020,17.0,25.00
Barolo Le Coste Mosconi,Armando Parusso,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2014-2020,17.0,40.00
Barolo Gavarini Vigna Chiniera,Azienda Agricola Elio Grasso,Italia,Piamonte,Barolo,2006,Tinto,Nebbiolo,Consumo óptimo: 2014-2020,17.0,50.00
Legaris Roble,Legaris (Grupo Codorniu),España,Castilla y León,Ribera del Duero,2009,Tinto,Tempranillo,14.00,15.5,5.00 
Laderas de El Sequé,Laderas de Pinoso (Bodegas El Sequé),España,Comunidad Valenciana,Alicante,2009,Tinto,"Monastrell (80%), Syrah (10%), Cabernet Sauvignon (10%)",14.00,15.0,5.00 
Borsao Joven Selección,Bodegas Borsao,España,Aragón,Campo de Borja,2009,Tinto,Garnacha,14.00,15.0,4.60 
Clos Lojén,Bodegas y Viñedos Ponce,España,Castilla La Mancha,Manchuela,2009,Tinto,Bobal,13.50,15.0,6.00 
Casa Castillo Monastrell,Casa Castillo,España,Murcia,Jumilla,2008,Tinto,Monastrell,14.00,15.0,6.00 
Grego Garnacha Centenaria,Vinos Jeromín,España,Madrid,Vinos de Madrid,2008,Tinto,Garnacha,14.50,15.0,5.00 
Jarrarte,Abel Mendoza Monge,España,La Rioja (España),Rioja,2009,Tinto,Tempranillo (100%),13.00,15.0,5.80 
Artazuri,Bodegas y Viñedos Artazu,España,N/D,Navarra,2008,Tinto,Garnacha,14.00,14.5,3.90 
Tres Ojos,Bodega San Gregorio,España,Aragón,Calatayud,2008,Tinto,Garnacha,14.50,14.5,2.75 
Canforrales,Bodegas Campos Reales,España,Castilla La Mancha,La Mancha,2009,Tinto,Tempranillo,13.50,14.5,3.00 
Garnacha de Fuego,Bodegas Ateca,España,Aragón,Calatayud,2009,Tinto,Garnacha,14.00,14.0,5.00 
Estecillo Garnacha-Syrah,"Niño Jesús, S.A.T.",España,Aragón,Calatayud,2009,Tinto,"Garnacha (50%), Syrah (50%)",14.50,14.0,2.75 
Castaño Monastrell,Bodegas Castaño,España,Murcia,Yecla,2009,Tinto,Monastrell,13.50,14.0,5.00 
Valdehermoso Joven,Bodegas y Viñedos Valderiz,España,Castilla y León,Ribera del Duero,2009,Tinto,Tempranillo,14.50,14.0,5.60 
Seis Octavos,Monasterio de Corias,España,N/D,Otros Asturias,2009,Tinto,"Mencía (50%), Albarín (50%)",12.50,14.0,5.00 
Martúe,Bodegas Martúe,España,Castilla La Mancha,Otros Castilla La Mancha,2007,Tinto,"Tempranillo (47%), Cabernet Sauvignon (37%), Merlot (15%), Syrah",14.50,14.0,4.75 
Almuvedre,Cía. de Vinos Telmo Rodríguez,España,Comunidad Valenciana,Alicante,2008,Tinto,Monastrell,14.00,13.5,5.00 
Tempranillo Classic,Albet i Noya,España,Cataluña,Penedès,2008,Tinto,Tempranillo,14.00,13.5,5.70 
Coto de Hayas Crianza,Bodegas Aragonesas,España,Aragón,Campo de Borja,2007,Tinto,"Garnacha (60%), Tempranillo (40%)",13.50,13.5,4.50 
Albiker,Bodegas Altún,España,La Rioja (España),Rioja,2009,Tinto,Tempranillo,13.50,13.5,5.60 
Finca Antigua Crianza,Finca Antigua,España,Castilla La Mancha,La Mancha,2007,Tinto,"Tempranillo (50%), Merlot (20%), Cabernet Sauvignon (20%), Syrah (10%)",14.00,13.0,5.00 
Fontal Roble,Bodegas Fontana,España,Castilla La Mancha,La Mancha,2008,Tinto,"Tempranillo (90%), Merlot (10%)",13.50,13.0,4.60 
Baltos,Viñedos y Bodegas Dominio de Tares,España,Castilla y León,Bierzo,2008,Tinto,Mencía,13.50,13.0,5.00 
Cuatro Pasos,Bodegas Martín Códax,España,Castilla y León,Bierzo,2008,Tinto,Mencía,13.50,13.0,5.00 
Arbanta,Biurko Gorri,España,La Rioja (España),Rioja,2009,Tinto,Tempranillo,13.00,12.5,6.00 
Viña 105,Cía. de Vinos Telmo Rodríguez,España,Castilla y León,Cigales,2008,Tinto,"Tempranillo (90%), Garnacha (10%)",13.50,12.0,6.00 
Finca La Estacada 6 meses,Bodega Finca La Estacada,España,N/D,Uclés,2008,Tinto,Tempranillo,13.50,12.0,3.00 
Prado Rey Roble,Real Sitio de la Ventosilla (Pradorey),España,Castilla y León,Ribera del Duero,2008,Tinto,Tempranillo,13.50,12.0,5.50 
Ultreia,Raúl Pérez Bodegas y Viñedos,España,Castilla y León,Bierzo,2008,Tinto,Mencía,13.50,15.5,10.00
Ultreia St. Jacques,Raúl Pérez Bodegas y Viñedos,España,Castilla y León,Bierzo,2008,Tinto,Mencía,13.50,15.0,6.00 
Ramón Valle,Bodegas Peique,España,Castilla y León,Bierzo,2008,Tinto,Mencía,14.50,14.5,8.00 
Luna Beberide Finca La Cuesta,Bodegas y Viñedos Luna Beberide,España,Castilla y León,Bierzo,2008,Tinto,Mencía,14.00,14.5,8.00 
Mengoba,Mengoba,España,Castilla y León,Bierzo,2008,Tinto,Mencía,14.00,14.0,15.00
Casar de Burbia,Casar de Burbia,España,Castilla y León,Bierzo,2007,Tinto,Mencía,13.50,14.0,10.00
Dominio de Tares Cepas Viejas,Viñedos y Bodegas Dominio de Tares,España,Castilla y León,Bierzo,2007,Tinto,Mencía,14.00,14.0,14.00
Tilenus,Bodegas Estefanía,España,Castilla y León,Bierzo,2009,Tinto,Mencía,14.50,14.0,5.00 
Pittacum,Viñedos y Bodegas Pittacum,España,Castilla y León,Bierzo,2006,Tinto,Mencía,13.50,13.5,8.50 
Brezo,Mengoba,España,Castilla y León,Bierzo,2009,Tinto,Mencía,14.50,13.5,5.00 
Pétalos,Descendientes de J. Palacios,España,Castilla y León,Bierzo,2008,Tinto,Mencía,14.00,13.5,11.00
Tilenus envejecido en roble,Bodegas Estefanía,España,Castilla y León,Bierzo,2007,Tinto,Mencía,14.50,13.0,8.00 
Godello fermentado en barrica,Viñedos y Bodegas Dominio de Tares,España,Castilla y León,Bierzo,2009,Blanco,Godello,13.00,13.0,13.00
Hombros,Casar de Burbia,España,Castilla y León,Bierzo,2007,Tinto,Mencía,13.50,13.0,15.00
Peique,Bodegas Peique,España,Castilla y León,Bierzo,2009,Rosado,Mencía,14.50,13.0,5.00 
Luna Beberide,Bodegas y Viñedos Luna Beberide,España,Castilla y León,Bierzo,2009,Tinto,Mencía,13.50,13.0,5.00 
Brezo Doña Blanca y Godello,Mengoba,España,Castilla y León,Bierzo,2009,Blanco,"Godello, Doña Blanca",12.50,12.5,7.00 
Gotín del Risc sobre lias,Bodega del Abad 2000,España,Castilla y León,Bierzo,2007,Blanco,Godello,14.00,12.5,18.00
Godello y Doña Blanca sobre lías,Mengoba,España,Castilla y León,Bierzo,2008,Blanco,"Godello, Doña Blanca",13.00,12.5,10.00
Castillo de Ulver ecologico,Bodegas Estefanía,España,Castilla y León,Bierzo,2009,Tinto,Mencía,14.00,10.5,7.00 
Ultreia de Valtuille,Raúl Pérez Bodegas y Viñedos,España,Castilla y León,Bierzo,2008,Tinto,Mencía,13.50,18.0,28.00
Moncerbal Corullón,Descendientes de J. Palacios,España,Castilla y León,Bierzo,2007,Tinto,Mencía,14.50,18.0,90.00
Tares P3,Viñedos y Bodegas Dominio de Tares,España,Castilla y León,Bierzo,2006,Tinto,Mencía,14.50,16.5,40.00
Tilenus Pieros,Bodegas Estefanía,España,Castilla y León,Bierzo,2002,Tinto,Mencía,14.00,16.5,44.00
Ucedo,Bodegas y Viñedos Gancedo,España,Castilla y León,Bierzo,2005,Tinto,Mencía,14.00,16.5,25.00
La Bienquerida,Losada Vinos de Finca,España,Castilla y León,Bierzo,2007,Tinto,"Estaladiña, Mencía",13.50,16.0,35.00
Carracedo,Bodega del Abad 2000,España,Castilla y León,Bierzo,2006,Tinto,Mencía,14.00,16.0,28.00
Pittacum Aurea,Viñedos y Bodegas Pittacum,España,Castilla y León,Bierzo,2006,Tinto,Mencía,14.50,15.0,25.00
Villa de Corullón,Descendientes de J. Palacios,España,Castilla y León,Bierzo,2007,Tinto,Mencía,14.50,15.0,30.00
Tilenus Crianza,Bodegas Estefanía,España,Castilla y León,Bierzo,2005,Tinto,Mencía,14.50,15.0,11.00
Paixar,Bodegas y Viñedos Paixar,España,Castilla y León,Bierzo,2007,Tinto,Mencía,14.00,15.0,40.00
Bembibre,Viñedos y Bodegas Dominio de Tares,España,Castilla y León,Bierzo,2006,Tinto,Mencía,14.50,14.5,21.00
Capricho Val de Paxariñas,Bodegas y Viñedos Gancedo,España,Castilla y León,Bierzo,2009,Blanco,"Godello (75%), Doña Blanca (25%)",13.00,14.0,9.00 
Tilenus Pagos de Posada,Bodegas Estefanía,España,Castilla y León,Bierzo,2003,Tinto,Mencía,14.50,14.0,19.00
Tebaida,Casar de Burbia,España,Castilla y León,Bierzo,2007,Tinto,Mencía,13.50,14.0,22.00
Peique Viñedos Viejos,Bodegas Peique,España,Castilla y León,Bierzo,2006,Tinto,Mencía,14.50,14.0,14.00
Altos de Losada,Losada Vinos de Finca,España,Castilla y León,Bierzo,2007,Tinto,Mencía,13.50,13.5,20.00
Vega Montán Velvet,Bodegas Adriá,España,Castilla y León,Bierzo,2008,Tinto,Mencía,14.50,13.5,13.00
Art,Bodegas y Viñedos Luna Beberide,España,Castilla y León,Bierzo,2006,Tinto,Mencía,14.00,13.5,15.00
El Castro de Valtuille,Bodegas y Viñedos Castro Ventosa,España,Castilla y León,Bierzo,2007,Tinto,Mencía,14.00,13.5,11.00
Peique Selección Familiar,Bodegas Peique,España,Castilla y León,Bierzo,2005,Tinto,Mencía,14.00,13.0,30.00
Gotín del Risc Essencia,Bodega del Abad 2000,España,Castilla y León,Bierzo,2005,Tinto,Mencía,14.00,12.5,11.00
Vega Montán Godello sobre Lías,Bodegas Adriá,España,Castilla y León,Bierzo,2009,Blanco,Godello,12.50,12.5,8.00 
Valtuille Cepas Centenarias,Bodegas y Viñedos Castro Ventosa,España,Castilla y León,Bierzo,2006,Tinto,Mencía,14.00,12.0,35.00
El Titán del Bendito,Dominio del Bendito,España,Castilla y León,Toro,2007,Tinto,Tinta de Toro,15.00,16.0,33.00
San Román,San Román Bodegas y Viñedos,España,Castilla y León,Toro,2006,Tinto,Tinta de Toro,14.50,15.0,25.00
Gran Colegiata,Bodegas Fariña,España,Castilla y León,Toro,2006,Tinto,Tinto de Toro,13.50,14.5,9.50 
Dominio del Bendito Las Sabias,Dominio del Bendito,España,Castilla y León,Toro,2007,Tinto,Tinta de Toro,15.00,14.5,18.00
Almirez,Teso La Monja,España,Castilla y León,Toro,2008,Tinto,Tinto de Toro,14.50,14.0,15.00
Liberalia Cuatro,Liberalia Enológica,España,Castilla y León,Toro,2006,Tinto,Tinto de Toro,15.00,14.0,8.00 
Liberalia Tres,Liberalia Enológica,España,Castilla y León,Toro,2009,Tinto,Tinto de Toro,14.50,14.0,6.00 
Corral de Campanas,Quinta de la Quietud,España,Castilla y León,Toro,2008,Tinto,Tinta de Toro,14.50,14.0,8.00 
Gago,Cía. de Vinos Telmo Rodríguez,España,Castilla y León,Toro,2008,Tinto,Tinta de Toro,14.50,14.0,20.00
Palacio de Villachica Selección,Palacio de Villachica,España,Castilla y León,Toro,2005,Tinto,Tinta de Toro,14.00,13.5,10.00
Cabeza de Cuba Selección,Liberalia Enológica,España,Castilla y León,Toro,2006,Tinto,Tinta de Toro,15.00,13.0,20.00
Prima,San Román Bodegas y Viñedos,España,Castilla y León,Toro,2008,Tinto,Tinta de Toro,14.00,13.0,10.00
